,期貨代號,多單成交口數_外資,多單成交口數_投信,多單成交口數_自營商,多單成交金額_外資,多單成交金額_投信,多單成交金額_自營商,多單未平倉口數_外資,多單未平倉口數_投信,多單未平倉口數_自營商,多單未平倉金額_外資,多單未平倉金額_投信,多單未平倉金額_自營商,空單成交口數_外資,空單成交口數_投信,空單成交口數_自營商,空單成交金額_外資,空單成交金額_投信,空單成交金額_自營商,空單未平倉口數_外資,空單未平倉口數_投信,空單未平倉口數_自營商,空單未平倉金額_外資,空單未平倉金額_投信,空單未平倉金額_自營商,商品名稱,合約類型,前五大交易員買方未平倉量,前五大交易員買方未平倉量百分比,前十大交易員買方未平倉量,前十大交易員買方未平倉量百分比,前五大交易員賣方未平倉量,前五大交易員賣方未平倉量百分比,前十大交易員賣方未平倉量,前十大交易員賣方未平倉量百分比,全體未平倉量,buy_top5_specific_open_interest,buy_top5_specific_open_interest_per,buy_top10_specific_open_interest,buy_top10_specific_open_interest_per,sell_top5_specific_open_interest,sell_top5_specific_open_interest_per,sell_top10_specific_open_interest,sell_top10_specific_open_interest_per,期貨代號,未沖銷契約數,多單未平倉口數,空單未平倉口數,未沖銷契約數,三大法人未平倉量,散戶多單,散戶空單,多空比
2023-08-24,TX,69309.0,738.0,10365.0,231405065.0,2469594.0,34632511.0,21831.0,12877.0,4767.0,73158690.0,43153402.0,15969753.0,69234.0,0.0,9549.0,231135683.0,0.0,31905319.0,23469.0,11599.0,9211.0,78648134.0,38870569.0,30862611.0,臺股期貨,all,23973.0,30.8,33084.0,42.5,27301.0,35.0,37125.0,47.6,77935.0,21533.0,27.6,24412.0,31.3,23574.0,30.2,31804.0,40.8,TX,66132,8517.0,12059.0,51818.0,20576.0,43301.0,39759.0,0.06835462580570457
2023-08-25,TX,68671.0,997.0,12327.0,227463289.0,3275410.0,40829856.0,16965.0,13682.0,5935.0,55732952.0,44948106.0,19494726.0,77135.0,831.0,10800.0,255600679.0,2732024.0,35730172.0,28801.0,12238.0,9257.0,94616403.0,40204278.0,30407589.0,臺股期貨,all,21796.0,25.9,31258.0,37.2,31089.0,37.0,42175.0,50.2,84010.0,18749.0,22.3,20383.0,24.3,27213.0,32.4,36683.0,43.7,TX,71529,5272.0,23685.0,63423.0,28957.0,58151.0,39738.0,0.29032054617410086
2023-08-28,TX,68404.0,672.0,8320.0,225337311.0,2216842.0,27417825.0,18812.0,14059.0,4797.0,62048669.0,46372206.0,15819385.0,64858.0,303.0,8859.0,213647138.0,998441.0,29198195.0,27102.0,12246.0,8660.0,89392481.0,40392206.0,28560226.0,臺股期貨,all,23108.0,28.1,32979.0,40.1,28113.0,34.2,38874.0,47.3,82141.0,19735.0,24.0,23035.0,28.0,25116.0,30.6,34057.0,41.5,TX,70407,8481.0,17493.0,60392.0,25974.0,51911.0,42899.0,0.14922506292224136
2023-08-29,TX,49169.0,469.0,8746.0,162582612.0,1556485.0,28934060.0,20580.0,13875.0,4277.0,68422976.0,46131600.0,14215885.0,47252.0,326.0,8545.0,156266698.0,1079105.0,28267363.0,25436.0,11919.0,7946.0,84568605.0,39628291.0,26414243.0,臺股期貨,all,24183.0,30.0,33343.0,41.4,27666.0,34.3,37134.0,46.1,80585.0,21273.0,26.4,24385.0,30.3,27666.0,34.3,33156.0,41.1,TX,68415,9215.0,13130.0,55737.0,22345.0,46522.0,42607.0,0.07024059421927983
2023-08-30,TX,50089.0,582.0,10652.0,167298072.0,1946612.0,35589077.0,19316.0,13120.0,4586.0,64602811.0,43881152.0,15333773.0,51927.0,909.0,10046.0,173463895.0,3040198.0,33555486.0,26010.0,11491.0,7641.0,86991902.0,38432799.0,25551544.0,臺股期貨,all,21869.0,27.4,31628.0,39.7,26781.0,33.6,36260.0,45.5,79727.0,18816.0,23.6,22209.0,27.9,26781.0,33.6,34352.0,43.1,TX,67396,11346.0,11817.0,56683.0,23163.0,45337.0,44866.0,0.008309369652276697
2023-08-31,TX,51503.0,110.0,9137.0,171684926.0,365833.0,30448649.0,17908.0,12604.0,5782.0,59525079.0,41895696.0,19215672.0,53260.0,786.0,7726.0,177534857.0,2614196.0,25747178.0,26359.0,11651.0,7535.0,87616440.0,38727924.0,25042065.0,臺股期貨,all,20472.0,26.1,30411.0,38.8,27073.0,34.5,36297.0,46.3,78453.0,17464.0,22.3,19685.0,25.1,27073.0,34.5,33073.0,42.2,TX,66745,6781.0,14695.0,54424.0,21476.0,47643.0,39729.0,0.14541378803469057
2023-09-01,TX,49276.0,384.0,8401.0,164025774.0,1278745.0,27972542.0,20616.0,12609.0,4271.0,68654333.0,41990492.0,14219648.0,46938.0,377.0,9623.0,156248748.0,1256946.0,32047752.0,26722.0,11649.0,7249.0,88988743.0,38793500.0,24136662.0,臺股期貨,all,20847.0,26.2,31322.0,39.3,28313.0,35.5,37148.0,46.6,79651.0,18037.0,22.6,22146.0,27.8,28313.0,35.5,33997.0,42.7,TX,68001,9602.0,13330.0,53625.0,22932.0,44023.0,40295.0,0.06951981351981353
2023-09-04,TX,57779.0,614.0,9866.0,192594876.0,2059793.0,32893239.0,22171.0,12653.0,5111.0,74395498.0,42458407.0,17146022.0,55165.0,356.0,9520.0,183877606.0,1190303.0,31766368.0,25661.0,11435.0,7695.0,86106996.0,38371286.0,25817144.0,臺股期貨,all,22901.0,27.5,33232.0,39.9,27441.0,32.9,36481.0,43.8,83366.0,19864.0,23.8,24229.0,29.1,27441.0,32.9,32898.0,39.5,TX,69824,17409.0,12385.0,60364.0,29794.0,42955.0,47979.0,-0.08322841428666092
2023-09-05,TX,29254.0,216.0,6333.0,97956038.0,723686.0,21207235.0,19662.0,12568.0,6274.0,65874359.0,42107827.0,21016427.0,31994.0,296.0,5031.0,107135668.0,990682.0,16847234.0,25892.0,11430.0,7567.0,86747576.0,38295072.0,25348872.0,臺股期貨,all,22138.0,27.4,32123.0,39.8,27877.0,34.6,36499.0,45.2,80677.0,19691.0,24.4,22058.0,27.3,27877.0,34.6,33017.0,40.9,TX,68325,10105.0,13319.0,55827.0,23424.0,45722.0,42508.0,0.05757070951331793
2023-09-06,TX,46994.0,144.0,9289.0,157340964.0,481483.0,31098816.0,20040.0,12458.0,5879.0,66985137.0,41642111.0,19648042.0,45896.0,260.0,9821.0,153662589.0,870092.0,32875774.0,25172.0,11436.0,7620.0,84139126.0,38225974.0,25467868.0,臺股期貨,all,20776.0,26.2,31049.0,39.1,27021.0,34.0,35866.0,45.2,79433.0,20776.0,26.2,20776.0,26.2,27021.0,34.0,32699.0,41.2,TX,67826,6454.0,13249.0,53715.0,19703.0,47261.0,40466.0,0.12650097738061994
2023-09-07,TX,52586.0,334.0,9302.0,174860507.0,1106785.0,30916929.0,21270.0,12498.0,6050.0,70457829.0,41400875.0,20038715.0,50568.0,567.0,9497.0,168138702.0,1880450.0,31560330.0,24380.0,11709.0,7907.0,80760532.0,38787233.0,26189712.0,臺股期貨,all,21085.0,26.0,30715.0,37.9,26825.0,33.1,35250.0,43.4,81132.0,16652.0,20.5,20477.0,25.2,26825.0,33.1,32060.0,39.5,TX,68881,4764.0,16889.0,55715.0,21653.0,50951.0,38826.0,0.2176254150587813
2023-09-08,TX,48948.0,687.0,9160.0,161752392.0,2275625.0,30275452.0,22299.0,12891.0,5823.0,73862524.0,42700148.0,19285545.0,49725.0,303.0,9606.0,164306779.0,1001848.0,31751117.0,26186.0,11718.0,8249.0,86737882.0,38814703.0,27321451.0,臺股期貨,all,22440.0,26.7,32009.0,38.2,28901.0,34.5,37149.0,44.3,83890.0,20140.0,24.0,21674.0,25.8,28901.0,34.5,33583.0,40.0,TX,71227,6856.0,15852.0,56861.0,22708.0,50005.0,41009.0,0.15821037266316104
2023-09-11,TX,60917.0,954.0,11989.0,200662609.0,3133497.0,39464869.0,21306.0,13386.0,5769.0,69989419.0,43973010.0,18949545.0,63631.0,727.0,11790.0,209588854.0,2386322.0,38800889.0,27907.0,11986.0,8014.0,91673801.0,39374010.0,26323068.0,臺股期貨,all,22183.0,25.7,30964.0,35.9,30191.0,35.0,38316.0,44.4,86233.0,17615.0,20.4,20547.0,23.8,30191.0,35.0,34923.0,40.5,TX,71982,7056.0,24075.0,63210.0,31131.0,56154.0,39135.0,0.2692453725676317
2023-09-12,TX,56882.0,862.0,11703.0,187634113.0,2855469.0,38621166.0,24702.0,13356.0,4220.0,81860888.0,44261778.0,13982216.0,51398.0,624.0,13195.0,169535908.0,2060972.0,43546208.0,25825.0,11718.0,7953.0,85582721.0,38833452.0,26352903.0,臺股期貨,all,20712.0,24.2,29606.0,34.6,31145.0,36.4,38458.0,45.0,85526.0,16012.0,18.7,20834.0,24.4,31145.0,36.4,35684.0,41.7,TX,71655,13266.0,16871.0,61633.0,30137.0,48367.0,44762.0,0.05849139259812114
2023-09-13,TX,47956.0,739.0,11373.0,158955308.0,2450233.0,37696087.0,24905.0,13789.0,4650.0,82578358.0,45721556.0,15415574.0,47500.0,294.0,10843.0,157443969.0,973640.0,35943366.0,25572.0,11706.0,7804.0,84790515.0,38814755.0,25873231.0,臺股期貨,all,20248.0,24.3,28968.0,34.8,30006.0,36.0,37478.0,45.0,83249.0,15645.0,18.8,20894.0,25.1,30006.0,36.0,34641.0,41.6,TX,70266,11670.0,15229.0,58389.0,26899.0,46719.0,43160.0,0.06095326174450667
2023-09-14,TX,54886.0,844.0,9865.0,183460521.0,2841657.0,32994295.0,31689.0,13859.0,4189.0,106700231.0,46666006.0,14101432.0,52280.0,368.0,10911.0,174765818.0,1235304.0,36513998.0,29753.0,11300.0,8163.0,100182710.0,38049360.0,27482282.0,臺股期貨,all,23140.0,24.5,33560.0,35.5,32058.0,33.9,40165.0,42.5,94565.0,23140.0,24.5,26812.0,28.4,32058.0,33.9,38908.0,41.1,TX,77685,31351.0,14647.0,71732.0,45998.0,40381.0,57085.0,-0.23286678191044444
2023-09-15,TX,52382.0,374.0,11540.0,176570699.0,1264429.0,38896343.0,29206.0,13140.0,5775.0,98740944.0,44423797.0,19522234.0,55786.0,985.0,9483.0,188031327.0,3325515.0,31972015.0,30675.0,11191.0,7926.0,103705876.0,37834549.0,26794807.0,臺股期貨,all,22697.0,24.9,32691.0,35.8,32302.0,35.4,39739.0,43.5,91278.0,19965.0,21.9,24063.0,26.4,32302.0,35.4,38366.0,42.0,TX,76541,24752.0,13047.0,67308.0,37799.0,42556.0,54261.0,-0.17390206216200155
2023-09-18,TX,86680.0,14805.0,17005.0,290585379.0,49591770.0,57031924.0,26792.0,13804.0,8393.0,89591532.0,46160649.0,28052168.0,92022.0,14410.0,14771.0,308544115.0,48264936.0,49523148.0,33603.0,11460.0,8903.0,112360685.0,38323045.0,29765514.0,臺股期貨,all,22947.0,25.3,33354.0,36.8,33466.0,36.9,41770.0,46.1,90627.0,16890.0,18.6,23318.0,25.7,33466.0,36.9,38198.0,42.1,TX,77841,12543.0,18864.0,60957.0,31407.0,48414.0,42093.0,0.10369604803385993
2023-09-19,TX,69092.0,10275.0,16268.0,230529193.0,34264118.0,54278625.0,25366.0,13581.0,8770.0,84307922.0,45145924.0,29131559.0,70680.0,10610.0,15870.0,235835140.0,35381045.0,52937922.0,33765.0,11572.0,8895.0,112218714.0,38467450.0,29553884.0,臺股期貨,all,23607.0,26.0,33738.0,37.1,32990.0,36.3,42839.0,47.1,90897.0,19599.0,21.6,23391.0,25.7,32990.0,36.3,37394.0,41.1,TX,77440,10948.0,23393.0,63172.0,34341.0,52224.0,39779.0,0.19700183625656936
2023-09-20,TX,55284.0,428.0,17729.0,183485974.0,1418794.0,58826616.0,22161.0,13857.0,3048.0,73419397.0,45908241.0,10097423.0,54640.0,203.0,18602.0,181335491.0,672692.0,61730971.0,28326.0,11623.0,4514.0,93844038.0,38506999.0,14953667.0,臺股期貨,all,21528.0,30.9,30182.0,43.3,30177.0,43.3,38104.0,54.6,69756.0,19601.0,28.1,24784.0,35.5,30177.0,43.3,36978.0,53.0,TX,73172,3363.0,18924.0,55439.0,22287.0,52076.0,36515.0,0.2806868810764985
2023-09-21,TX,60095.0,673.0,11093.0,197324513.0,2195568.0,36371331.0,22686.0,14288.0,4592.0,74006418.0,46610314.0,14979787.0,65616.0,264.0,10269.0,215355115.0,861451.0,33679970.0,35889.0,11645.0,5434.0,117077225.0,37988319.0,17726281.0,臺股期貨,all,23872.0,27.0,32513.0,36.7,35778.0,40.4,47064.0,53.1,88570.0,21819.0,24.6,26989.0,30.5,35778.0,40.4,45107.0,50.9,TX,73832,5567.0,31742.0,67945.0,37309.0,62378.0,36203.0,0.3852380601957466
2023-09-22,TX,54264.0,378.0,8075.0,176767142.0,1235178.0,26316211.0,21558.0,14478.0,4940.0,70468693.0,47325686.0,16146956.0,51685.0,187.0,7994.0,168385719.0,610237.0,26042287.0,32171.0,11644.0,5748.0,105160433.0,38061907.0,18787490.0,臺股期貨,all,23277.0,27.4,32229.0,37.9,32026.0,37.6,42778.0,50.3,85102.0,20941.0,24.6,26167.0,30.7,32026.0,37.6,39176.0,46.0,TX,71775,5453.0,24747.0,62543.0,30200.0,57090.0,37796.0,0.30849175767072257
2023-09-25,TX,48013.0,530.0,6880.0,157569139.0,1745187.0,22588061.0,22773.0,14560.0,3934.0,74991293.0,47946080.0,12953316.0,42439.0,169.0,8262.0,139276722.0,556485.0,27133515.0,27810.0,11365.0,6009.0,91578054.0,37424945.0,19786136.0,臺股期貨,all,23737.0,28.5,33183.0,39.9,27632.0,33.2,37834.0,45.5,83191.0,20824.0,25.0,26079.0,31.3,27632.0,33.2,34543.0,41.5,TX,70115,10728.0,17578.0,60489.0,28306.0,49761.0,42911.0,0.11324373026500686
2023-09-26,TX,53163.0,94.0,12523.0,173897236.0,306482.0,40959390.0,21111.0,14413.0,4925.0,68843075.0,47000793.0,16060176.0,54259.0,515.0,10761.0,177496070.0,1678831.0,35182449.0,27227.0,11639.0,5339.0,88787365.0,37954779.0,17409983.0,臺股期貨,all,24066.0,28.3,34056.0,40.0,27200.0,32.0,36187.0,42.5,85112.0,20989.0,24.7,26225.0,30.8,27200.0,32.0,34500.0,40.5,TX,71141,9365.0,23194.0,64415.0,32559.0,55050.0,41221.0,0.21468602033687806
2023-09-27,TX,50761.0,128.0,10139.0,165308144.0,417607.0,33022540.0,19878.0,14430.0,5193.0,64846062.0,47073546.0,16940102.0,52900.0,119.0,9972.0,172283684.0,387236.0,32473883.0,28127.0,11647.0,5497.0,91755907.0,37994843.0,17931263.0,臺股期貨,all,23602.0,28.3,33160.0,39.8,28136.0,33.8,37488.0,45.0,83303.0,20553.0,24.7,25789.0,31.0,28136.0,33.8,33923.0,40.7,TX,70681,5615.0,20131.0,60470.0,25746.0,54855.0,40339.0,0.2400529188027121
2023-09-28,TX,56892.0,317.0,8919.0,185978577.0,1037698.0,29166467.0,18970.0,14421.0,5517.0,62096492.0,47205701.0,18059181.0,58731.0,88.0,8462.0,192023700.0,287531.0,27667778.0,29054.0,11409.0,5345.0,95105396.0,37346221.0,17495630.0,臺股期貨,all,22428.0,27.4,31966.0,39.1,28092.0,34.3,38432.0,47.0,81853.0,19208.0,23.5,24397.0,29.8,28092.0,34.3,34389.0,42.0,TX,69560,6904.0,19026.0,58277.0,25930.0,51373.0,39251.0,0.20800658922044718
2023-10-02,TX,56715.0,543.0,8502.0,187119842.0,1798075.0,28081918.0,21184.0,14626.0,5323.0,70144461.0,48429611.0,17624827.0,53643.0,0.0,9401.0,176970389.0,0.0,31050836.0,28196.0,11071.0,6281.0,93362451.0,36658295.0,20796472.0,臺股期貨,all,22786.0,27.1,32104.0,38.1,27839.0,33.1,36716.0,43.6,84180.0,19513.0,23.2,24722.0,29.4,27839.0,33.1,32366.0,38.4,TX,71161,12794.0,15098.0,61593.0,27892.0,48799.0,46495.0,0.037406848180799764
2023-10-03,TX,56757.0,39.0,12020.0,187333041.0,128041.0,39664715.0,19886.0,14571.0,6452.0,65270520.0,47824936.0,21176808.0,59590.0,259.0,10268.0,196669993.0,850490.0,33884499.0,29723.0,11236.0,5685.0,97557402.0,36878799.0,18658687.0,臺股期貨,all,21023.0,25.1,30046.0,35.9,30755.0,36.7,39946.0,47.7,83696.0,18240.0,21.8,21849.0,26.1,30755.0,36.7,35934.0,42.9,TX,70735,8622.0,21455.0,61512.0,30077.0,52890.0,40057.0,0.20862595916243984
2023-10-04,TX,71712.0,243.0,14504.0,233506831.0,789837.0,47215060.0,22047.0,14461.0,5810.0,71632301.0,46983789.0,18877600.0,69244.0,689.0,15452.0,225457183.0,2238845.0,50287471.0,30518.0,11572.0,6124.0,99154201.0,37597428.0,19896946.0,臺股期貨,all,22537.0,25.8,31444.0,35.9,30096.0,34.4,41132.0,47.0,87501.0,19748.0,22.6,26884.0,30.7,30096.0,34.4,35726.0,40.8,TX,74167,6993.0,24724.0,69230.0,31717.0,62237.0,44506.0,0.25611729019211327
2023-10-05,TX,65552.0,427.0,9454.0,214659512.0,1405783.0,30962265.0,25429.0,14531.0,5789.0,83699092.0,47827333.0,19054413.0,61217.0,147.0,10182.0,200439901.0,479393.0,33384994.0,28023.0,11362.0,6822.0,92235864.0,37396887.0,22453791.0,臺股期貨,all,24716.0,27.9,33752.0,38.2,29239.0,33.0,38452.0,43.5,88471.0,20667.0,23.4,27932.0,31.6,29239.0,33.0,35010.0,39.6,TX,73666,16768.0,18535.0,67005.0,35303.0,50237.0,48470.0,0.026371166330870832
2023-10-06,TX,51819.0,315.0,7647.0,170849605.0,1039041.0,25205559.0,24742.0,14470.0,5970.0,81789210.0,47832032.0,19735246.0,53281.0,145.0,7400.0,175614750.0,479299.0,24406442.0,28800.0,11131.0,6885.0,95202225.0,36794634.0,22759158.0,臺股期貨,all,23988.0,28.2,33144.0,39.0,30526.0,35.9,40099.0,47.2,84976.0,20020.0,23.6,27405.0,32.3,30526.0,35.9,36619.0,43.1,TX,71054,17437.0,17365.0,63480.0,34802.0,46043.0,46115.0,-0.0011342155009451795
2023-10-11,TX,69282.0,460.0,14821.0,230687177.0,1537465.0,49395385.0,25556.0,14645.0,5599.0,85431756.0,48955324.0,18716980.0,69256.0,10.0,14701.0,230598577.0,33425.0,49005982.0,29588.0,10856.0,5968.0,98907904.0,36289437.0,19950349.0,臺股期貨,all,24598.0,29.2,33806.0,40.2,31419.0,37.3,39908.0,47.4,84184.0,20510.0,24.4,27947.0,33.2,31419.0,37.3,36564.0,43.4,TX,70834,19876.0,13288.0,60155.0,33164.0,40279.0,46867.0,-0.10951708087440779
2023-10-12,TX,51726.0,223.0,8654.0,173393557.0,751399.0,29014170.0,31391.0,14449.0,6061.0,105782064.0,48687374.0,20423901.0,50307.0,198.0,9003.0,168581545.0,667162.0,30205401.0,32268.0,10635.0,6727.0,108732358.0,35835696.0,22668956.0,臺股期貨,all,26364.0,28.9,36110.0,39.6,32955.0,36.2,42371.0,46.5,91106.0,22314.0,24.5,30289.0,33.2,32955.0,36.2,38968.0,42.8,TX,76447,20967.0,13941.0,62065.0,34908.0,41098.0,48124.0,-0.11320389913800048
2023-10-13,TX,55764.0,232.0,11812.0,187089552.0,779139.0,39631844.0,32482.0,14462.0,6723.0,108974620.0,48508984.0,22552102.0,55355.0,328.0,10535.0,185745726.0,1101257.0,35346955.0,32950.0,10744.0,6075.0,110527255.0,36038085.0,20382887.0,臺股期貨,all,28340.0,31.7,37654.0,42.1,32803.0,36.7,42825.0,47.9,89440.0,24378.0,27.3,31921.0,35.7,32803.0,36.7,37791.0,42.3,TX,76686,12489.0,14339.0,55296.0,26828.0,42807.0,40957.0,0.03345630787037037
2023-10-16,TX,92748.0,13111.0,15488.0,309121931.0,43646208.0,51629254.0,31454.0,14137.0,8056.0,104783640.0,47091823.0,26830225.0,93714.0,13611.0,15700.0,312381778.0,45309907.0,52323916.0,32874.0,10919.0,7533.0,109506622.0,36377233.0,25088834.0,臺股期貨,all,28516.0,32.2,37615.0,42.4,32442.0,36.6,43282.0,48.8,88632.0,24711.0,27.9,32039.0,36.1,32442.0,36.6,39176.0,44.2,TX,76109,7706.0,18184.0,54340.0,25890.0,46634.0,36156.0,0.19282296650717703
2023-10-17,TX,73899.0,9545.0,13971.0,246968476.0,31866169.0,46685260.0,30089.0,14384.0,6050.0,100315746.0,47956675.0,20150346.0,73706.0,9411.0,15416.0,246347457.0,31412484.0,51497214.0,31315.0,11032.0,7025.0,104388760.0,36789398.0,23407551.0,臺股期貨,all,28654.0,33.3,37752.0,43.9,30581.0,35.6,40610.0,47.2,86001.0,25020.0,29.1,32347.0,37.6,30581.0,35.6,36295.0,42.2,TX,73090,9661.0,19177.0,55627.0,28838.0,45966.0,36450.0,0.17106800654358495
2023-10-18,TX,70241.0,815.0,23795.0,232733097.0,2689924.0,78789845.0,23137.0,12699.0,3490.0,76204431.0,41825426.0,11495278.0,76732.0,1183.0,22597.0,254206757.0,3900055.0,74839492.0,31303.0,11322.0,5104.0,103099918.0,37290139.0,16809608.0,臺股期貨,all,24582.0,33.7,33039.0,45.3,32262.0,44.2,39808.0,54.6,72930.0,24582.0,33.7,29730.0,40.8,32262.0,44.2,35081.0,48.1,TX,77284,3890.0,18024.0,61287.0,21914.0,57397.0,43263.0,0.23061987044560836
2023-10-19,TX,61166.0,230.0,7413.0,201093895.0,757181.0,24371402.0,23404.0,12929.0,3431.0,77050991.0,42564854.0,11295939.0,58306.0,1.0,7922.0,191682772.0,3292.0,26048580.0,28710.0,11323.0,5810.0,94519339.0,37277581.0,19126430.0,臺股期貨,all,25011.0,32.0,33756.0,43.2,31546.0,40.3,40201.0,51.4,78200.0,25011.0,32.0,30447.0,38.9,31546.0,40.3,31546.0,40.3,TX,67348,5429.0,17467.0,54841.0,22896.0,49412.0,37374.0,0.2195073029302894
2023-10-20,TX,87907.0,574.0,11943.0,288770125.0,1884546.0,39180400.0,22875.0,13176.0,4818.0,75094357.0,43254173.0,15817364.0,87191.0,333.0,12120.0,286379249.0,1091801.0,39751080.0,27454.0,11329.0,7301.0,90126369.0,37190841.0,23966588.0,臺股期貨,all,25661.0,32.4,34969.0,44.1,31092.0,39.2,39362.0,49.6,79323.0,22675.0,28.6,30212.0,38.1,27136.0,34.2,30799.0,38.8,TX,67918,7191.0,20573.0,56884.0,27764.0,49693.0,36311.0,0.23525068560579424
2023-10-23,TX,60209.0,296.0,8314.0,196664035.0,963100.0,27133564.0,23304.0,13368.0,5554.0,75766253.0,43462042.0,18057824.0,65046.0,254.0,7970.0,212459013.0,826337.0,26008937.0,33783.0,11479.0,7885.0,109836360.0,37320525.0,25634384.0,臺股期貨,all,25719.0,29.0,34904.0,39.3,33686.0,37.9,43127.0,48.6,88824.0,22733.0,25.6,30147.0,33.9,29116.0,32.8,34964.0,39.4,TX,75751,6098.0,27395.0,68976.0,33493.0,62878.0,41581.0,0.30875956854558106
2023-10-24,TX,81231.0,505.0,10999.0,264072604.0,1647327.0,35762850.0,22825.0,13765.0,5741.0,74560314.0,44964749.0,18754257.0,82649.0,0.0,11001.0,268647021.0,0.0,35776952.0,34722.0,11371.0,8142.0,113423499.0,37144509.0,26594844.0,臺股期貨,all,24942.0,29.3,34132.0,40.1,33851.0,39.8,44130.0,51.8,85123.0,21956.0,25.8,29375.0,34.5,29251.0,34.4,37633.0,44.2,TX,74034,4654.0,19711.0,61820.0,24365.0,57166.0,42109.0,0.2435619540601747
2023-10-25,TX,64098.0,269.0,10712.0,210155668.0,880866.0,35134185.0,22014.0,13844.0,5769.0,72021097.0,45292030.0,18874561.0,60376.0,69.0,10733.0,197947255.0,226240.0,35194581.0,30191.0,11250.0,8283.0,98773313.0,36805500.0,27096428.0,臺股期貨,all,24014.0,29.1,32986.0,40.0,31310.0,38.0,40360.0,48.9,82469.0,21028.0,25.5,28229.0,34.2,26954.0,32.7,32571.0,39.5,TX,71998,6230.0,15741.0,60750.0,21971.0,54520.0,45009.0,0.156559670781893
2023-10-26,TX,77856.0,304.0,12596.0,251852606.0,976902.0,40677034.0,23165.0,13760.0,6249.0,74434019.0,44213632.0,20079765.0,82051.0,714.0,11736.0,265367225.0,2295365.0,37916174.0,35549.0,11576.0,8204.0,114227376.0,37196003.0,26358821.0,臺股期貨,all,23809.0,25.3,33258.0,35.3,30988.0,32.9,43181.0,45.9,94100.0,20973.0,22.3,30422.0,32.3,26847.0,28.5,37220.0,39.6,TX,79784,7016.0,31208.0,77489.0,38224.0,70473.0,46281.0,0.312199150847217
2023-10-27,TX,70058.0,172.0,9125.0,226063067.0,555635.0,29464510.0,21160.0,13814.0,5116.0,68355324.0,44624746.0,16527015.0,66813.0,13.0,8958.0,215589048.0,41997.0,28915278.0,30302.0,11471.0,6840.0,97887914.0,37055918.0,22092777.0,臺股期貨,all,22912.0,26.7,32396.0,37.8,26814.0,31.3,37190.0,43.4,85679.0,20346.0,23.7,29830.0,34.8,24348.0,28.4,30852.0,36.0,TX,73886,7358.0,18154.0,67064.0,25512.0,59706.0,48910.0,0.16098055588691398
2023-10-30,TX,63436.0,48.0,8595.0,204923081.0,155329.0,27759542.0,20899.0,13845.0,5782.0,67545991.0,44747040.0,18688018.0,66784.0,5.0,8160.0,215721621.0,16154.0,26363006.0,33382.0,11459.0,7086.0,107892910.0,37035488.0,22898969.0,臺股期貨,all,21540.0,24.9,31156.0,36.1,30580.0,35.4,40015.0,46.3,86343.0,18978.0,22.0,28594.0,33.1,27979.0,32.4,33950.0,39.3,TX,75162,5926.0,16807.0,64644.0,22733.0,58718.0,47837.0,0.1683218860219046
2023-10-31,TX,67774.0,113.0,11106.0,218499481.0,363113.0,35777320.0,22035.0,13853.0,6121.0,70499305.0,44321288.0,19584199.0,70588.0,391.0,10307.0,227574618.0,1250724.0,33193378.0,37332.0,11745.0,6758.0,119442614.0,37576953.0,21619407.0,臺股期貨,all,22266.0,23.3,31789.0,33.3,33328.0,34.9,43783.0,45.9,95383.0,19678.0,20.6,27268.0,28.6,33328.0,34.9,37465.0,39.3,TX,80734,7816.0,30401.0,79364.0,38217.0,71548.0,48963.0,0.28457487021823497
2023-11-01,TX,63517.0,795.0,9952.0,203905673.0,2553202.0,31948316.0,22643.0,14326.0,5697.0,72684537.0,45986460.0,18287995.0,61616.0,11.0,10266.0,197796544.0,35312.0,32963700.0,36039.0,11434.0,6725.0,115687865.0,36703140.0,21584558.0,臺股期貨,all,22450.0,24.7,32074.0,35.2,34419.0,37.8,44420.0,48.8,91025.0,19887.0,21.8,27523.0,30.2,34419.0,37.8,38282.0,42.1,TX,78522,8341.0,21963.0,71662.0,30304.0,63321.0,49699.0,0.19008679634952974
2023-11-02,TX,61688.0,762.0,8463.0,200538463.0,2496745.0,27553753.0,27055.0,14555.0,6640.0,88681081.0,47708379.0,21765827.0,55024.0,33.0,9713.0,178843784.0,108147.0,31625077.0,30959.0,10934.0,8886.0,101478563.0,35839465.0,29122527.0,臺股期貨,all,23087.0,24.6,33015.0,35.2,30949.0,33.0,40901.0,43.6,93724.0,18254.0,19.5,28182.0,30.1,28547.0,30.5,35158.0,37.5,TX,78354,17157.0,13409.0,69472.0,30566.0,52315.0,56063.0,-0.053949792722247814
2023-11-03,TX,54772.0,442.0,8758.0,180491583.0,1457062.0,28858507.0,28107.0,14624.0,6831.0,92831732.0,48300147.0,22561923.0,51202.0,97.0,9295.0,168701633.0,320362.0,30639258.0,27445.0,10658.0,9516.0,90644922.0,35201242.0,31424216.0,臺股期貨,all,25017.0,27.4,35814.0,39.2,27668.0,30.2,37514.0,41.0,91468.0,22430.0,24.5,31179.0,34.1,27668.0,30.2,31932.0,34.9,TX,75852,19788.0,14656.0,68562.0,34444.0,48774.0,53906.0,-0.07485195881100318
