,date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
19639,2012-05-07,TX,201205,7557.0,7578.0,7491.0,7500.0,-164.0,-2.14,105959,7502.0,7592.2,7540.6,7582.7,7821.5,7565.21,7554.175,41.32152898463139,7755.746930050808,7582.7,7409.653069949191,-63.59867435927663,-79.29415905756107,15.695484698284446,117.33867273994242
19647,2012-05-08,TX,201205,7520.0,7545.0,7493.0,7523.0,21.0,0.28,70997,7520.0,7604.0,7545.0,7580.0,7812.7,7569.9,7549.355,42.88221875757871,7754.992571270914,7580.0,7405.007428729086,-63.31525051958306,-76.09837734996547,12.783126830382415,112.6716246870894
19655,2012-05-09,TX,201205,7468.0,7490.0,7417.0,7460.0,-60.0,-0.8,111427,7459.0,7560.4,7542.2,7572.55,7803.08,7574.89,7543.98,39.762543759029654,7754.517552052469,7572.55,7390.582447947531,-67.39729451390212,-74.3581607827528,6.96086626885068,112.19508006658302
19663,2012-05-10,TX,201205,7425.0,7516.0,7425.0,7482.0,23.0,0.31,105113,7479.0,7525.4,7536.5,7564.6,7790.44,7580.87,7538.215,41.366687746402434,7747.799781659249,7564.6,7381.400218340752,-68.072431039207,-73.10101483404364,5.028583794836635,110.6811457761128
19673,2012-05-11,TX,201205,7458.0,7464.0,7356.0,7367.0,-112.0,-1.5,116762,7366.0,7466.4,7523.9,7551.15,7775.02,7585.11,7531.79,35.97378377784112,7750.218103924296,7551.15,7352.081896075703,-76.99941913123621,-73.88069569348215,-3.1187234377540562,111.7753496492476
19682,2012-05-14,TX,201205,7376.0,7398.0,7327.0,7369.0,3.0,0.04,91396,7369.0,7440.2,7516.2,7531.8,7759.36,7589.83,7525.18,36.129734538957564,7722.518221468211,7531.8,7341.0817785317895,-82.95646770326766,-75.69585009543925,-7.260617607828408,108.86282467430135
19692,2012-05-15,TX,201205,7305.0,7406.0,7290.0,7385.0,16.0,0.22,113623,7384.0,7412.6,7508.3,7515.45,7744.66,7594.49,7519.065,37.44248985930895,7697.438433698386,7515.45,7333.461566301614,-85.4019448727704,-77.63706905090548,-7.764875821864919,109.37262291185127
19703,2012-05-16,TX,201206,7350.0,7368.0,7231.0,7244.0,-123.0,-1.67,82950,7246.0,7369.4,7464.9,7498.05,7728.74,7599.42,7511.595,31.3310466257854,7711.295844039202,7498.05,7284.804155960798,-97.59253872497084,-81.62816298571855,-15.96437573925229,112.56029270386189
19710,2012-05-17,TX,201206,7266.0,7333.0,7251.0,7316.0,70.0,0.97,107382,7314.0,7336.2,7430.8,7484.05,7716.14,7604.83,7504.365,36.98701750005867,7706.309735444785,7484.05,7261.790264555216,-100.28781836729286,-85.36009406203341,-14.927724305259446,110.87741465358604
19720,2012-05-18,TX,201206,7164.0,7230.0,7128.0,7131.0,-183.0,-2.5,137508,7135.0,7289.0,7377.7,7459.9,7700.86,7609.77,7496.38,30.121835127530993,7721.850300629734,7459.9,7197.949699370265,-116.01445833358775,-91.49096691634428,-24.523491417243477,116.38617074975846
19729,2012-05-21,TX,201206,7179.0,7209.0,7156.0,7188.0,53.0,0.74,90002,7184.0,7252.8,7346.5,7443.55,7685.1,7614.94,7489.255,34.17576645380024,7729.430027284201,7443.55,7157.669972715799,-122.46678926634195,-97.68613138634382,-24.78065787999813,113.64430141049
19737,2012-05-22,TX,201206,7250.0,7260.0,7202.0,7237.0,53.0,0.74,84457,7236.0,7223.2,7317.9,7431.45,7669.74,7617.71,7482.035,37.530872446348546,7730.486770314304,7431.45,7132.413229685696,-122.21756946418282,-102.59241900191162,-19.625150462271193,110.66970845259786
19742,2012-05-23,TX,201206,7151.0,7170.0,7090.0,7137.0,-99.0,-1.37,104162,7135.0,7201.8,7285.6,7413.9,7654.06,7619.54,7474.85,33.75007211557179,7737.769665143298,7413.9,7090.030334856701,-128.60672694722962,-107.79528059097522,-20.811446356254393,113.26472927741229
19752,2012-05-24,TX,201206,7156.0,7178.0,7082.0,7131.0,-4.0,-0.06,110432,7129.0,7164.8,7250.5,7393.5,7636.02,7619.78,7468.31,33.53180518048687,7734.239489933301,7393.5,7052.760510066699,-132.62550586474754,-112.76132564572968,-19.864180219017854,112.03153432902569
19759,2012-05-25,TX,201206,7155.0,7159.0,7048.0,7056.0,-73.0,-1.02,112160,7058.0,7149.8,7219.4,7371.65,7614.3,7619.31,7462.12,30.846385182633597,7739.06653473956,7371.65,7004.2334652604395,-140.24562603243612,-118.25818572307097,-21.987440309365155,111.95785330552386
19767,2012-05-28,TX,201206,7072.0,7133.0,7025.0,7116.0,58.0,0.82,88137,7114.0,7135.4,7194.1,7355.15,7593.94,7619.59,7458.87,35.30981151591297,7737.081551459209,7355.15,6973.218448540791,-139.83124011216478,-122.57279660088973,-17.258443511275047,111.67514949798644
19773,2012-05-29,TX,201206,7124.0,7336.0,7105.0,7292.0,178.0,2.5,133522,7294.0,7146.4,7184.8,7346.55,7578.5,7621.99,7457.555,46.26577497801895,7726.028312950809,7346.55,6967.0716870491915,-123.87317433289536,-122.83287214729086,-1.040302185604503,120.19835310527311
19781,2012-05-30,TX,201206,7270.0,7273.0,7196.0,7234.0,-60.0,-0.82,106158,7234.0,7165.8,7183.8,7324.35,7562.12,7623.6,7456.06,43.642625511009534,7674.484417045775,7324.35,6974.215582954225,-114.58553676414704,-121.18340507066209,6.597868306515053,118.46989931203932
19788,2012-05-31,TX,201206,7142.0,7255.0,7085.0,7216.0,-18.0,-0.25,133197,7217.0,7182.8,7173.8,7302.3,7546.76,7625.36,7453.83,42.831009324465356,7619.894143522817,7302.3,6984.705856477183,-107.43897699644822,-118.43451945581931,10.995542459371094,122.15062078975079
19794,2012-06-01,TX,201206,7200.0,7210.0,7075.0,7100.0,-117.0,-1.62,148958,7096.0,7191.6,7170.7,7274.2,7529.3,7626.87,7450.835,37.934921619551346,7557.070712517227,7274.2,6991.329287482773,-109.86900593062819,-116.72141675078109,6.8524108201528975,123.4970050190543
19803,2012-06-04,TX,201206,6927.0,6930.0,6832.0,6866.0,-230.0,-3.24,136278,6869.0,7141.6,7138.5,7242.5,7504.94,7625.04,7447.22,30.38847731837186,7557.340594587156,7242.5,6927.659405412844,-129.18747297671598,-119.21462799596807,-9.972844980747908,133.81864751769328
19811,2012-06-05,TX,201206,6949.0,7005.0,6925.0,6973.0,104.0,1.51,119982,6970.0,7077.8,7112.1,7215.0,7482.8,7624.04,7443.0,36.59930919662801,7523.041555638187,7215.0,6906.958444361813,-134.31518963132385,-122.23474032303923,-12.080449308284614,134.18874412357232
19818,2012-06-06,TX,201206,6989.0,7055.0,6958.0,7013.0,43.0,0.62,119994,7015.0,7033.6,7099.7,7192.65,7463.9,7622.98,7439.2,38.79766277338089,7491.057959009193,7192.65,6894.242040990806,-133.61109083215524,-124.51001042486243,-9.101080407292812,131.53240525760287
19826,2012-06-07,TX,201206,7135.0,7146.0,7020.0,7045.0,30.0,0.43,109350,7047.0,6999.4,7091.1,7170.8,7444.6,7622.58,7436.21,40.57292526678892,7444.210021762173,7170.8,6897.389978237828,-128.98410640736893,-125.40482962136373,-3.5792767860051953,131.6372334534884
19834,2012-06-08,TX,201206,7007.0,7040.0,6946.0,6953.0,-94.0,-1.33,113544,6955.0,6970.0,7080.8,7150.1,7423.06,7621.56,7433.475,37.22941038364208,7423.646266653326,7150.1,6876.553733346675,-131.2281031525381,-126.5694843275986,-4.658618824939495,129.30600249252493
19844,2012-06-11,TX,201206,7090.0,7136.0,7059.0,7093.0,138.0,1.98,104743,7092.0,7015.4,7078.5,7136.3,7408.02,7620.77,7432.965,44.697910197692494,7391.51449802072,7136.3,6881.085501979281,-120.32265213348182,-125.32011788877524,4.997465755293419,133.14128802877315
19851,2012-06-12,TX,201206,6976.0,7038.0,6962.0,7019.0,-73.0,-1.03,91231,7019.0,7024.6,7051.2,7118.0,7390.74,7619.17,7431.8,41.862654100317656,7350.758243677868,7118.0,6885.241756322132,-116.31043094039251,-123.51818049909869,7.207749558706183,132.98833888386076
19861,2012-06-13,TX,201206,7049.0,7070.0,7002.0,7050.0,31.0,0.44,92489,7048.0,7032.0,7032.8,7108.3,7374.42,7617.82,7429.505,43.48006869363077,7335.345458003427,7108.3,6881.254541996574,-109.3685433282526,-120.68825306492947,11.31970973667687,128.3463146778707
19872,2012-06-14,TX,201206,7042.0,7107.0,7033.0,7067.0,19.0,0.27,92161,7063.0,7036.4,7017.9,7095.85,7360.16,7616.84,7427.725,44.39368156446455,7302.351598056763,7095.85,6889.348401943238,-101.32725197027139,-116.81605284599786,15.488800875726469,124.4644350580228
19880,2012-06-15,TX,201206,7050.0,7160.0,7042.0,7158.0,95.0,1.35,105833,7154.0,7077.4,7023.7,7097.2,7350.96,7617.49,7426.685,49.133578753706885,7304.952352573975,7097.2,6889.447647426025,-86.61310914598016,-110.77546410599432,24.162354960014156,124.00268969673546
19888,2012-06-18,TX,201206,7300.0,7323.0,7244.0,7264.0,110.0,1.54,92004,7265.0,7111.6,7063.5,7101.0,7342.78,7617.86,7425.77,54.04724331359554,7317.838188518563,7101.0,6884.161811481437,-65.64205013383253,-101.74878131156196,36.10673117772943,126.93106900411149
19897,2012-06-19,TX,201206,7266.0,7270.0,7234.0,7267.0,2.0,0.03,80407,7265.0,7161.2,7092.9,7102.5,7336.58,7618.53,7424.48,54.18214245086841,7323.456556816067,7102.5,6881.543443183933,-48.22435945327379,-91.04389693990433,42.81953748663054,120.43599264667496
19908,2012-06-20,TX,201207,7153.0,7182.0,7139.0,7166.0,43.0,0.6,45126,7169.0,7184.4,7108.2,7103.95,7327.72,7616.29,7422.295,48.970040867739776,7326.170138601324,7103.95,6881.729861398676,-42.08543530807037,-81.25220461353754,39.16676930546717,120.97627888619819
19916,2012-06-21,TX,201207,7160.0,7163.0,7093.0,7116.0,-53.0,-0.74,87665,7117.0,7194.2,7115.3,7103.2,7317.22,7612.78,7419.34,46.5811295540043,7325.150985580171,7103.2,6881.249014419828,-40.78473479193599,-73.15871064921723,32.37397585728124,117.54940182289832
19924,2012-06-22,TX,201207,7002.0,7047.0,6995.0,7038.0,-79.0,-1.11,86796,7034.0,7170.2,7123.8,7102.3,7305.26,7607.94,7416.03,43.05271663732433,7325.153404730589,7102.3,6879.446595269412,-45.5231063557394,-67.63158979052166,22.108483434782258,117.79587312126273
19932,2012-06-25,TX,201207,6952.0,6978.0,6938.0,6948.0,-86.0,-1.22,79925,6948.0,7107.0,7109.3,7093.9,7289.1,7601.0,7412.22,39.34901617204344,7326.506018838791,7093.9,6861.293981161209,-55.89621106976483,-65.28451404637029,9.388302976605459,116.52473932688682
19939,2012-06-26,TX,201207,6944.0,6960.0,6923.0,6939.0,-9.0,-0.13,61535,6939.0,7041.4,7101.3,7076.25,7273.64,7593.97,7409.515,38.98781522702482,7299.430532305154,7076.25,6853.069467694846,-64.10424227226667,-65.04845969154957,0.9442174192828929,110.84440080353775
19948,2012-06-27,TX,201207,6918.0,7005.0,6898.0,6986.0,47.0,0.68,89541,6986.0,7005.4,7094.9,7063.85,7261.52,7586.48,7407.745,41.982912649739006,7277.967981496162,7063.85,6849.732018503839,-66.05521552468508,-65.24981085817667,-0.8054046665084087,110.56980074614219
19957,2012-06-28,TX,201207,7021.0,7037.0,6962.0,6999.0,13.0,0.19,93508,7001.0,6982.0,7088.1,7053.0,7249.58,7579.62,7405.06,42.81904676840818,7256.928418814083,7053.0,6849.071581185917,-65.79395279624168,-65.35863924578967,-0.43531355045200826,108.02910069284633
19965,2012-06-29,TX,201207,6982.0,7128.0,6981.0,7114.0,113.0,1.61,125080,7114.0,6997.2,7083.7,7053.7,7239.58,7573.54,7402.88,49.72203154840465,7258.363724191683,7053.7,6849.0362758083165,-55.66568196573735,-63.42004778977921,7.754365824041862,110.81273635764303
19973,2012-07-02,TX,201207,7133.0,7152.0,7107.0,7135.0,21.0,0.3,61181,7136.0,7034.6,7070.8,7067.15,7231.98,7565.99,7400.545,50.887980288073344,7255.40331338394,7067.15,6878.896686616059,-45.42084662029174,-59.820207555881716,14.399360935589975,106.11182661781139
19981,2012-07-03,TX,201207,7177.0,7280.0,7161.0,7228.0,92.0,1.29,100095,7228.0,7092.4,7066.9,7079.9,7226.96,7559.04,7399.835,55.778789282152395,7275.324563451016,7079.9,6884.475436548983,-29.457846316932773,-53.747735308091926,24.289888991159152,108.88955328796771
19990,2012-07-04,TX,201207,7268.0,7327.0,7251.0,7290.0,62.0,0.86,83106,7290.0,7153.2,7079.3,7093.75,7223.0,7553.28,7400.32,58.72949637379499,7306.721242190113,7093.75,6880.778757809887,-11.669651249436356,-45.33211849636081,33.66246724692446,108.18315662454145
19997,2012-07-05,TX,201207,7303.0,7321.0,7277.0,7298.0,8.0,0.11,61592,7297.0,7213.0,7097.5,7106.4,7218.18,7547.19,7399.775,59.10864540449394,7335.714107721348,7106.4,6877.085892278651,3.0381329344936603,-35.65806821018992,38.69620114468358,103.59864543707421
20005,2012-07-06,TX,201207,7288.0,7319.0,7237.0,7273.0,-24.0,-0.33,88904,7272.0,7244.8,7121.0,7122.4,7213.78,7541.18,7398.055,57.335958788365524,7351.323043837924,7122.4,6893.476956162075,12.532401079344709,-26.019974352282993,38.5523754316277,102.05588504871176
20013,2012-07-09,TX,201207,7204.0,7272.0,7202.0,7236.0,-36.0,-0.5,78681,7236.0,7265.0,7149.8,7129.55,7209.58,7533.38,7396.845,54.72033024754237,7363.2365207922485,7129.55,6895.863479207752,16.876543915574075,-17.44067069871158,34.31721461428565,99.83760754523234
20020,2012-07-10,TX,201207,7251.0,7270.0,7162.0,7179.0,-57.0,-0.79,111304,7181.0,7255.2,7173.8,7137.55,7203.88,7526.11,7395.32,50.870242635621146,7366.456509300125,7137.55,6908.643490699876,15.54074079392376,-10.84438840018451,26.38512919410827,100.42063557771576
20027,2012-07-11,TX,201207,7138.0,7204.0,7133.0,7186.0,5.0,0.07,84861,7186.0,7234.4,7193.8,7144.35,7194.04,7518.65,7393.595,51.32319428080222,7370.513016428369,7144.35,6918.186983571632,14.87547349583474,-5.70041602098066,20.5758895168154,98.31916160787891
20034,2012-07-12,TX,201207,7186.0,7188.0,7067.0,7076.0,-110.0,-1.53,120546,7079.0,7190.0,7201.5,7144.8,7182.42,7509.85,7392.595,44.39637217778091,7370.380672931028,7144.8,6919.219327068972,5.409802837834832,-3.478372249217561,8.888175087052392,99.93922149303042
20041,2012-07-13,TX,201207,7070.0,7108.0,7045.0,7071.0,-8.0,-0.11,96058,7071.0,7149.6,7197.2,7140.45,7170.6,7501.09,7392.68,44.104985266742446,7368.189741810659,7140.45,6912.7102581893405,-2.466831470715988,-3.2760640935172463,0.8092326228012583,97.30070567209967
20050,2012-07-16,TX,201207,7089.0,7110.0,7020.0,7056.0,-15.0,-0.21,98746,7057.0,7113.6,7189.3,7130.05,7161.72,7491.61,7393.555,43.189179347666375,7353.223004639826,7130.05,6906.876995360174,-9.806452863788763,-4.58214184757155,-5.2243110162172135,96.77922669552113
20059,2012-07-17,TX,201207,7048.0,7136.0,7030.0,7110.0,53.0,0.75,123931,7107.0,7099.8,7177.5,7122.2,7153.46,7483.08,7393.43,47.4217938336056,7336.417272879713,7122.2,6907.982727120287,-11.137421728860318,-5.893197823829303,-5.244223905031014,97.43785336012677
20069,2012-07-18,TX,201208,6972.0,6982.0,6885.0,6885.0,-96.0,-1.38,56820,6887.0,7039.6,7137.0,7108.15,7141.96,7472.52,7392.355,35.5402767237345,7344.726647199212,7108.15,6871.573352800788,-30.001999366977543,-10.714958132458952,-19.28704123451859,106.54943526297485
20076,2012-07-19,TX,201208,6974.0,7032.0,6945.0,7025.0,138.0,2.0,105346,7022.0,7029.4,7109.7,7103.6,7132.82,7461.63,7391.57,44.80666981161194,7342.882594435882,7103.6,6864.317405564118,-33.27194481716106,-15.226355469399373,-18.045589347761684,109.43876131561952
20087,2012-07-20,TX,201208,7022.0,7039.0,6996.0,7012.0,-10.0,-0.14,72895,7013.0,7017.6,7083.6,7102.3,7125.72,7450.37,7390.72,44.17168080317299,7343.270620615883,7102.3,6861.329379384118,-36.49173746539964,-19.479431868599427,-17.01230559680021,104.69313550736099
20096,2012-07-23,TX,201208,6915.0,6932.0,6845.0,6874.0,-139.0,-1.98,89331,6873.0,6981.2,7047.4,7098.6,7115.82,7437.59,7390.015,38.013141459865764,7350.938185774513,7098.6,6846.261814225488,-49.60705378563853,-25.504956252007247,-24.10209753363128,109.14362582826378
20106,2012-07-24,TX,201208,6862.0,6889.0,6850.0,6873.0,0.0,0.0,70435,6874.0,6933.8,7016.8,7095.3,7105.58,7425.12,7388.91,37.97182711343353,7357.436681904662,7095.3,6833.163318095339,-59.397036044679226,-32.28337221054164,-27.113663834137583,104.13336684053066
20113,2012-07-25,TX,201208,6782.0,6912.0,6775.0,6844.0,-30.0,-0.44,109485,6846.0,6925.6,6982.6,7088.2,7097.58,7413.16,7388.18,36.7252627200995,7368.833283842137,7088.2,6807.566716157863,-68.70375107903055,-39.56744798423942,-29.13630309479113,106.48098349477847
20120,2012-07-26,TX,201208,6856.0,6905.0,6832.0,6876.0,30.0,0.44,89439,6875.0,6895.8,6962.6,7082.05,7088.78,7402.46,7386.95,39.10100860924963,7375.338578025121,7082.05,6788.761421974879,-72.65968164920287,-46.18589471723211,-26.473786931970757,104.08948467372286
20127,2012-07-27,TX,201208,6969.0,7031.0,6946.0,7031.0,156.0,2.27,101947,7028.0,6899.6,6958.6,7077.9,7086.78,7393.82,7386.15,49.074963275477444,7371.611354904801,7077.9,6784.188645095198,-62.56635452726732,-49.46198667923915,-13.104367848028168,107.72595005417124
20135,2012-07-30,TX,201208,7082.0,7102.0,7055.0,7077.0,49.0,0.7,73940,7078.0,6940.2,6960.7,7075.0,7084.56,7384.83,7384.5,51.608001064520415,7367.541962801941,7075.0,6782.458037198059,-50.275954593817005,-49.62478026215472,-0.6511743316622827,105.10266790744471
20140,2012-07-31,TX,201208,7102.0,7179.0,7061.0,7156.0,78.0,1.1,111301,7157.0,6996.8,6965.3,7071.4,7082.94,7376.34,7383.34,55.68478007126348,7358.034540835563,7071.4,6784.765459164436,-33.771784223235045,-46.454181054370785,12.68239683113574,106.0239059140558
20147,2012-08-01,TX,201208,7139.0,7212.0,7135.0,7194.0,37.0,0.52,91583,7194.0,7066.8,6996.2,7066.6,7084.08,7369.07,7382.36,57.53782942870348,7341.402037838144,7066.6,6791.797962161857,-17.424963742314503,-40.64833759195953,23.22337384964503,103.95076977733753
20153,2012-08-03,TX,201208,7140.0,7164.0,7116.0,7140.0,-54.0,-0.75,77401,7140.0,7119.6,7007.7,7058.7,7084.26,7360.14,7381.175,54.077289681982265,7314.892974142546,7058.7,6802.507025857453,-8.726742980997187,-34.26401866976706,25.537275688769874,102.09714336467057
20159,2012-08-06,TX,201208,7278.0,7314.0,7236.0,7239.0,99.0,1.39,87031,7237.0,7161.2,7030.4,7057.0,7087.92,7351.11,7380.105,58.95159543073986,7307.8784566279055,7057.0,6806.1215433720945,6.084988304718536,-26.194217274869942,32.27920557958848,107.23306169576553
20166,2012-08-07,TX,201208,7233.0,7263.0,7223.0,7235.0,-2.0,-0.03,62956,7236.0,7192.8,7066.5,7056.95,7090.3,7342.12,7379.595,58.68058303458545,7307.686096324469,7056.95,6806.213903675531,17.301188163273764,-17.4951361872412,34.796324350514965,102.43070014606799
20172,2012-08-08,TX,201208,7306.0,7336.0,7277.0,7299.0,63.0,0.87,103055,7300.0,7221.4,7109.1,7062.95,7090.44,7334.47,7379.405,61.71339261785239,7330.2756254084325,7062.95,6795.624374591567,30.997057703016253,-7.79669740918971,38.793755112205965,102.3285072784917
20178,2012-08-09,TX,201208,7371.0,7452.0,7346.0,7441.0,141.0,1.93,125910,7438.0,7270.8,7168.8,7075.7,7094.58,7328.35,7380.545,67.42623197348158,7386.133310068416,7075.7,6765.266689931584,52.70183232585714,4.303008537819661,48.398823788037475,105.94789961574229
20186,2012-08-10,TX,201208,7453.0,7465.0,7425.0,7444.0,6.0,0.08,68582,7444.0,7331.6,7225.6,7094.1,7099.14,7322.95,7381.475,67.5364414260714,7443.5904290535045,7094.1,6744.609570946496,69.34572318619303,17.311551467494333,52.034171718698694,101.23733535747498
20194,2012-08-13,TX,201208,7444.0,7475.0,7430.0,7454.0,10.0,0.13,67806,7453.0,7374.6,7267.9,7113.25,7106.22,7317.76,7381.275,67.92599524295022,7495.971243204518,7113.25,6730.528756795482,82.39326476410588,30.327894126816645,52.065370637289234,97.22038283194105
20206,2012-08-14,TX,201208,7484.0,7545.0,7451.0,7498.0,45.0,0.6,113777,7495.0,7427.2,7310.0,7135.35,7118.86,7311.9,7381.415,69.65161191661701,7551.85079231617,7135.35,6718.849207683831,95.18671455005915,43.29965821146514,51.88705633859401,96.9903554868024
20216,2012-08-15,TX,201209,7479.0,7483.0,7428.0,7430.0,-54.0,-0.72,41895,7430.0,7453.4,7337.4,7151.35,7128.0,7305.4,7380.83,63.92735890703511,7586.877392938704,7151.35,6715.822607061296,98.70082233620451,54.379891036413014,44.320931299791496,95.0624729520308
20224,2012-08-16,TX,201209,7460.0,7520.0,7441.0,7493.0,63.0,0.85,91628,7493.0,7463.8,7367.3,7181.75,7137.6,7300.75,7380.345,66.661087521606,7623.501004526292,7181.75,6739.998995473708,105.35488601667566,64.57489003246555,40.77999598421012,94.70086774117146
20230,2012-08-17,TX,201209,7503.0,7511.0,7467.0,7472.0,-21.0,-0.28,66804,7474.0,7469.4,7400.5,7204.1,7146.14,7295.37,7379.565,64.89563369277369,7656.958432625463,7204.1,6751.241567374538,107.69234461514498,73.19838094900143,34.49396366614354,91.07937718823064
20235,2012-08-20,TX,201209,7464.0,7475.0,7398.0,7441.0,-33.0,-0.44,85890,7441.0,7466.8,7420.7,7225.55,7155.9,7289.48,7378.965,62.273734656645466,7680.615039307568,7225.55,6770.484960692433,105.82348916249066,79.72340259169928,26.100086570791376,90.0737073890713
20242,2012-08-21,TX,201209,7465.0,7553.0,7458.0,7516.0,75.0,1.01,104595,7515.0,7470.4,7448.8,7257.65,7164.36,7286.19,7378.36,65.86677476951604,7699.370850764408,7257.65,6815.9291492355915,109.13622646696422,85.60596736675227,23.53025910021195,91.63987114699478
20248,2012-08-22,TX,201209,7494.0,7508.0,7453.0,7491.0,-24.0,-0.32,73832,7490.0,7482.6,7468.0,7288.55,7173.8,7282.27,7377.77,63.68932412624695,7703.998420384547,7288.55,6873.101579615453,108.4936562471994,90.1835051428417,18.3101511043577,89.59416606506657
