,date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
44936,2021-04-27,TX,202105,17532.0,17576.0,17460.0,17571.0,45.0,0.26,120862,17570.0,17321.0,17228.0,16954.1,16439.66,15600.79,14136.77,73.91084438030285,17621.57820938239,16954.1,16286.621790617606,316.05680958657103,281.11202382634735,34.94478576022368,218.98563847077284
44961,2021-04-28,TX,202105,17548.0,17563.0,17475.0,17533.0,-37.0,-0.21,101986,17533.0,17400.0,17295.7,17010.2,16474.88,15638.08,14165.96,72.11100418946258,17674.257105978028,17010.2,16346.142894021972,320.9504033745543,289.07969973598875,31.870703638565544,210.20095000857478
44985,2021-04-29,TX,202105,17578.0,17702.0,17531.0,17571.0,38.0,0.22,150499,17569.0,17492.4,17345.7,17062.8,16512.28,15676.7,14194.625,72.82369454264447,17729.544808753773,17062.8,16396.055191246225,324.15820017853184,296.09539982449735,28.062800354034493,207.40088215081943
45012,2021-05-03,TX,202105,17501.0,17534.0,17226.0,17253.0,-316.0,-1.8,184441,17254.0,17491.6,17355.2,17104.35,16541.26,15710.82,14220.565,59.19176073023479,17706.640054708012,17104.35,16502.059945291985,297.6097993818912,296.39827973597613,1.2115196459150752,217.22939056861804
45035,2021-05-04,TX,202105,17271.0,17309.0,16668.0,16933.0,-321.0,-1.86,243802,16931.0,17372.2,17321.4,17123.45,16553.14,15741.37,14245.095,49.20926408922336,17676.556671447535,17123.45,16570.343328552466,247.89114007533135,286.69685180384715,-38.8057117285158,247.49871981371675
45060,2021-05-05,TX,202105,16847.0,17020.0,16756.0,16769.0,-162.0,-0.96,157298,16765.0,17211.8,17266.4,17125.35,16560.92,15771.84,14268.315,45.01890364594163,17673.288053068165,17125.35,16577.411946931832,193.03018318186514,267.96351807945075,-74.93333489758561,248.67738268416556
45086,2021-05-06,TX,202105,16884.0,17081.0,16700.0,16944.0,179.0,1.07,197754,16945.0,17094.0,17247.0,17134.15,16573.52,15802.51,14292.3,49.919532054664565,17664.21047768146,17134.15,16604.089522318543,161.80829179032662,246.73247282162592,-84.9241810312993,258.12899820672516
45110,2021-05-07,TX,202105,17120.0,17288.0,17060.0,17287.0,342.0,2.02,142796,17283.0,17037.2,17264.8,17152.0,16591.56,15835.82,14318.74,57.84966031005313,17677.38252730744,17152.0,16626.61747269256,162.86455019535788,229.95888829637232,-67.09433810101444,264.26264119195906
45134,2021-05-10,TX,202105,17369.0,17373.0,17178.0,17228.0,-55.0,-0.32,126289,17229.0,17032.2,17261.9,17171.35,16607.38,15868.24,14343.855,56.20112070968837,17677.650414774045,17171.35,16665.049585225952,157.12954410020757,215.39301945713936,-58.26347535693179,259.3153096782477
45159,2021-05-11,TX,202105,16968.0,16970.0,16425.0,16556.0,-673.0,-3.91,245767,16561.0,16956.8,17164.5,17157.45,16614.86,15892.42,14365.695,41.64455956505032,17712.911420802655,17157.45,16601.988579197347,97.23881802451433,191.76217917061436,-94.52336114610003,298.1499304155157
45186,2021-05-12,TX,202105,16503.0,16531.0,15027.0,15692.0,-869.0,-5.25,366512,15697.0,16741.4,16976.6,17102.3,16600.94,15907.09,14383.75,30.65194494601089,17938.72455726754,17102.3,16265.87544273246,-19.715327111993247,149.46667791409283,-169.18200502608607,386.06779252869313
45213,2021-05-13,TX,202105,15538.0,15991.0,15348.0,15566.0,-131.0,-0.83,234182,15566.0,16465.8,16779.9,17037.8,16593.56,15919.33,14401.42,29.431828018490023,18106.853712401837,17037.8,15968.746287598162,-121.17267356239608,95.33880761879504,-216.51148118119113,404.4200930623579
45240,2021-05-14,TX,202105,15800.0,16021.0,15653.0,15772.0,206.0,1.32,218712,15766.0,16162.8,16600.0,16972.85,16590.86,15933.08,14420.085,34.05367310904835,18175.44357640068,16972.85,15770.256423599318,-182.84811396014993,39.701423303006045,-222.54953726315597,408.03294355790376
45272,2021-05-17,TX,202105,15183.0,15735.0,15096.0,15263.0,-503.0,-3.19,275831,15263.0,15769.8,16401.0,16878.1,16572.5,15943.3,14436.245,28.999676796086852,18288.12920537134,16878.1,15468.070794628658,-269.6895773605502,-22.176776829705197,-247.51280053084497,427.1734475894821
45300,2021-05-18,TX,202105,15563.0,16180.0,15501.0,16147.0,884.0,5.79,220609,16147.0,15688.0,16322.4,16821.9,16576.94,15962.41,14455.535,44.42598205372315,18254.232349700935,16821.9,15389.567650299066,-264.1358569208587,-70.5685928479359,-193.5672640729228,462.1610584759477
45330,2021-05-19,TX,202106,16084.0,16187.0,15924.0,16023.0,-63.0,-0.39,67846,16022.0,15754.2,16247.8,16757.1,16580.3,15980.64,14473.995,43.01420034006123,18210.718368073314,16757.1,15303.481631926681,-266.6662941043396,-109.78813309921665,-156.87816100512296,447.93526858480857
45362,2021-05-20,TX,202106,16078.0,16113.0,15854.0,15981.0,-41.0,-0.26,158770,15974.0,15837.2,16151.5,16699.25,16583.6,15999.6,14492.46,42.52131097242939,18179.476046926648,16699.25,15219.02395307335,-268.96032558308434,-141.6225715959902,-127.33775398709415,434.43989225732224
45389,2021-05-21,TX,202106,16222.0,16425.0,16072.0,16257.0,283.0,1.77,185232,16259.0,15934.2,16048.5,16656.65,16592.3,16020.25,14512.995,46.83278691816849,18136.29458908209,16656.65,15177.005410917915,-245.67547474069943,-162.43315222493203,-83.2423225157674,435.12275709608497
45420,2021-05-24,TX,202106,16079.0,16368.0,16069.0,16294.0,35.0,0.22,138416,16291.0,16140.4,15955.1,16608.5,16600.52,16041.33,14531.95,47.40237717921417,18069.42210606866,16608.5,15147.577893931339,-221.68107052241248,-174.28273588442812,-47.39833463798436,425.39970301779323
45452,2021-05-25,TX,202106,16463.0,16623.0,16425.0,16585.0,294.0,1.8,145492,16584.0,16228.0,15958.0,16561.25,16608.74,16065.81,14552.59,51.777999513015736,17959.692401388093,16561.25,15162.807598611907,-177.14208065882485,-174.85460483930746,-2.2874758195173968,418.51400994509373
45486,2021-05-26,TX,202106,16616.0,16664.0,16504.0,16616.0,32.0,0.19,104686,16614.0,16346.6,16050.4,16513.5,16616.62,16088.85,14573.555,52.23387590744667,17833.803525709183,16513.5,15193.196474290819,-137.75521303739697,-167.43472647892537,29.6795134415284,400.0487235204442
45510,2021-05-27,TX,202106,16593.0,16595.0,16219.0,16534.0,-80.0,-0.48,150465,16533.0,16457.2,16147.2,16463.55,16623.3,16113.73,14593.245,50.864098265643165,17698.63274621586,16463.55,15228.467253784142,-111.86800663271788,-156.32138250968387,44.45337587696599,399.83095755469816
45533,2021-05-28,TX,202106,16731.0,16878.0,16673.0,16863.0,330.0,2.0,124240,16863.0,16578.4,16256.3,16428.15,16634.46,16141.23,14614.675,55.864993371491856,17571.40837412188,16428.15,15284.891625878123,-64.0661439893629,-137.87033480561968,73.80419081625678,395.84303201507686
45559,2021-05-31,TX,202106,16891.0,17098.0,16884.0,17013.0,150.0,0.89,144649,17011.0,16722.2,16431.3,16416.15,16651.52,16168.94,14637.525,57.965549236990164,17529.163077191773,16416.15,15303.136922808231,-13.918631730444758,-113.0799941905847,99.16136246013994,384.35424401399996
45586,2021-06-01,TX,202106,17050.0,17148.0,17015.0,17130.0,119.0,0.7,116773,17131.0,16831.2,16529.6,16426.0,16669.34,16197.19,14660.03,59.581437011323715,17560.415973089195,16426.0,15291.584026910805,34.86267994512309,-83.49145936344314,118.35413930856623,366.5432265844285
45612,2021-06-02,TX,202106,17171.0,17198.0,17016.0,17098.0,-33.0,-0.19,121046,17102.0,16927.6,16637.1,16442.45,16691.06,16223.8,14681.8,58.914360291928084,17605.465128878408,16442.45,15279.434871121593,70.13165427845888,-52.76683663506273,122.89849091352161,353.3615675426836
45637,2021-06-03,TX,202106,17253.0,17313.0,17147.0,17230.0,128.0,0.75,130148,17226.0,17066.8,16762.0,16456.75,16712.86,16251.51,14703.775,60.860989727856875,17650.702574435014,16456.75,15262.797425564984,107.49473497519284,-20.714522313011614,128.20925728820447,343.4785984324919
45662,2021-06-04,TX,202106,17051.0,17159.0,17025.0,17100.0,-126.0,-0.73,109068,17103.0,17114.2,16846.3,16447.4,16732.46,16276.13,14725.46,57.94897800831049,17617.897398544676,16447.4,15276.902601455327,125.17242230197371,8.462866609985454,116.70955569198826,333.5872699730281
45687,2021-06-07,TX,202106,17212.0,17229.0,16719.0,17090.0,-13.0,-0.08,176148,17090.0,17129.6,16925.9,16440.5,16754.6,16300.25,14746.635,57.7201952821672,17594.013502305064,16440.5,15286.986497694936,136.7982750816227,34.129948304312904,102.6683267773098,346.188179260669
45712,2021-06-08,TX,202106,17190.0,17198.0,17030.0,17090.0,0.0,0.0,102605,17090.0,17121.6,16976.4,16467.2,16775.76,16322.41,14768.4,57.7201952821672,17654.399999999965,16467.2,15280.000000000036,144.3478944949493,56.17353754244019,88.1743569525091,333.4604521706212
45736,2021-06-09,TX,202106,16997.0,17073.0,16889.0,16963.0,-127.0,-0.74,120368,16959.0,17094.6,17011.1,16530.75,16789.26,16342.27,14789.94,54.54821084561845,17680.648234627763,16530.75,15380.851765372236,138.48679409804026,72.6361888535602,65.85060524448006,323.9989913012911
45763,2021-06-10,TX,202106,17035.0,17175.0,16992.0,17159.0,200.0,1.18,127407,17157.0,17080.4,17073.6,16610.4,16804.22,16364.75,14812.12,58.35214450064117,17701.12478655248,16610.4,15519.675213447526,147.9518944241281,87.69932996767378,60.25256445645434,315.99906335119886
45792,2021-06-11,TX,202106,17189.0,17298.0,17189.0,17219.0,62.0,0.36,120701,17217.0,17104.2,17109.2,16682.75,16818.22,16384.64,14834.275,59.47038267971199,17732.625397368614,16682.75,15632.874602631386,158.46783462919484,101.853030899978,56.614803729216845,303.35627311182753
45822,2021-06-15,TX,202106,17322.0,17402.0,17276.0,17398.0,181.0,1.05,118150,17397.0,17165.8,17147.7,16789.5,16837.74,16404.08,14856.49,62.688970533224484,17658.887485532145,16789.5,15920.112514467855,179.1801201502094,117.31844875002427,61.86167140018513,294.7593964609827
45853,2021-06-16,TX,202107,17185.0,17302.0,17178.0,17242.0,-30.0,-0.17,51936,17239.0,17196.2,17158.9,16844.25,16851.56,16421.16,14878.325,58.34066091340936,17682.244242223598,16844.25,16006.2557577764,180.921311140748,130.03902122816902,50.88228991257898,289.4194395709125
45882,2021-06-17,TX,202107,17070.0,17298.0,17039.0,17297.0,58.0,0.34,102114,17295.0,17263.0,17178.8,16907.95,16862.88,16439.2,14901.06,59.40965388876026,17677.436705538,16907.95,16138.463294462003,184.6111751801618,140.9534520185676,43.65772316159422,287.2466224587045
45910,2021-06-18,TX,202107,17315.0,17332.0,17212.0,17252.0,-43.0,-0.25,96349,17254.0,17281.6,17181.0,16971.5,16872.56,16454.08,14925.795,58.096111629854974,17625.550609662623,16971.5,16317.449390337379,181.8085196534339,149.12446554554086,32.68405410789305,275.3004351402256
45937,2021-06-21,TX,202107,17048.0,17149.0,16891.0,16962.0,-292.0,-1.69,143363,16963.0,17230.2,17167.2,17006.75,16873.2,16466.41,14947.89,50.3674058005521,17573.078482419918,17006.75,16440.421517580082,154.4069118230509,150.18095480104287,4.225957022008032,281.4218326302095
45969,2021-06-22,TX,202107,17155.0,17180.0,16988.0,17028.0,65.0,0.38,101124,17026.0,17156.2,17161.0,17043.45,16876.94,16480.35,14970.01,51.93460027158181,17505.865603110255,17043.45,16581.034396889747,136.4437499978485,147.433513840404,-10.989763842555504,276.8917017280517
45999,2021-06-23,TX,202107,17100.0,17319.0,17059.0,17272.0,246.0,1.44,127143,17267.0,17162.2,17179.2,17077.8,16885.7,16497.01,14992.685,57.30233027828625,17499.131508434875,17077.8,16656.468491565123,140.2795206476403,146.00271520185126,-5.723194554210949,277.89943731890514
46030,2021-06-24,TX,202107,17298.0,17398.0,17261.0,17336.0,69.0,0.4,92809,17338.0,17170.0,17216.5,17113.8,16896.52,16511.49,15015.405,58.60804667319663,17491.976995598507,17113.8,16735.623004401492,146.79154015220774,146.16048019192255,0.6310599602851994,267.8351917961262
46058,2021-06-25,TX,202107,17438.0,17562.0,17377.0,17419.0,81.0,0.47,113764,17423.0,17203.4,17242.5,17158.05,16907.78,16528.32,15038.7,60.30347702624027,17452.29715801534,17158.05,16863.80284198466,156.84179429222422,148.29674301198287,8.545051280241353,264.84696381068864
46087,2021-06-28,TX,202107,17484.0,17560.0,17398.0,17535.0,112.0,0.64,82055,17533.0,17318.0,17274.1,17191.65,16917.06,16542.38,15062.92,62.60863119561393,17496.728530873363,17191.65,16886.57146912664,172.182115407144,153.0738174910151,19.10829791612892,257.50075210992514
46111,2021-06-29,TX,202107,17595.0,17623.0,17451.0,17529.0,-4.0,-0.02,115306,17530.0,17418.2,17287.2,17217.45,16924.48,16557.83,15087.61,62.40676800012037,17544.23462326134,17217.45,16890.66537673866,181.76006368342132,158.81106672949633,22.94899695392499,251.3935555306448
46140,2021-06-30,TX,202107,17610.0,17766.0,17583.0,17715.0,185.0,1.06,104462,17712.0,17506.8,17334.5,17246.7,16933.36,16575.86,15112.73,66.06002959522294,17635.73424013815,17246.7,16857.66575986185,202.030421293799,167.45493764235687,34.57548365144214,250.36544442131301
46168,2021-07-01,TX,202107,17678.0,17774.0,17555.0,17646.0,-66.0,-0.37,122682,17646.0,17568.8,17369.4,17274.1,16939.9,16596.06,15137.505,63.591211809421125,17693.397460044933,17274.1,16854.802539955064,210.10514111624798,175.9849783371351,34.12016277911289,248.12505553407638
46192,2021-07-02,TX,202107,17651.0,17724.0,17588.0,17653.0,7.0,0.04,101454,17649.0,17615.6,17409.5,17295.25,16950.2,16615.99,15162.11,63.73926592965996,17745.077911539618,17295.25,16845.422088460382,214.59553253136983,183.70708917598205,30.88844335538778,240.11612299592807
46214,2021-07-05,TX,202107,17755.0,17920.0,17742.0,17898.0,249.0,1.41,107714,17896.0,17688.2,17503.1,17335.15,16965.98,16641.14,15188.57,68.5584253141556,17846.04540025322,17335.15,16824.254599746782,235.21227187334443,194.00812571545453,41.20414615788991,242.03639992479035
46240,2021-07-06,TX,202107,17956.0,17974.0,17858.0,17878.0,-18.0,-0.1,84492,17875.0,17758.0,17588.1,17374.55,16978.4,16669.17,15215.05,67.76665477059687,17923.842444878006,17374.55,16825.257555121992,247.08906455582473,204.62431348352857,42.46475107229617,233.03379993016247
46264,2021-07-07,TX,202107,17821.0,17906.0,17715.0,17830.0,-45.0,-0.25,109544,17826.0,17781.0,17643.9,17411.55,16984.4,16693.87,15240.865,65.80249508403934,17978.594433885126,17411.55,16844.505566114873,249.7493543833407,213.64932166349098,36.10003271984971,230.03138564943657
46288,2021-07-08,TX,202107,17876.0,17897.0,17694.0,17825.0,-1.0,-0.01,116445,17823.0,17816.8,17692.8,17454.65,16989.48,16714.57,15267.0,65.58923637767961,18009.679467685997,17454.65,16899.620532314006,248.5886201526664,220.63718136132607,27.951438791340337,228.10057238876252
46311,2021-07-09,TX,202107,17662.0,17700.0,17526.0,17658.0,-165.0,-0.93,138093,17661.0,17817.8,17716.7,17479.6,16991.98,16733.43,15291.795,58.74159095678168,18023.986039497784,17479.6,16935.213960502213,231.52435692176732,222.81461647341433,8.709740448352989,233.16481721813662
46337,2021-07-12,TX,202107,17848.0,17960.0,17770.0,17824.0,163.0,0.92,127781,17826.0,17803.0,17745.6,17509.85,16997.04,16754.66,15317.61,62.889092567729186,18060.155106281993,17509.85,16959.544893718004,228.758630949731,224.00341936867767,4.755211581053345,238.08161598826973
46362,2021-07-13,TX,202107,17958.0,18030.0,17824.0,17869.0,43.0,0.24,123418,17869.0,17801.2,17779.6,17533.4,17009.36,16775.31,15343.03,63.947134745338566,18102.533516848027,17533.4,16964.266483151976,227.57455925141403,224.71764734522495,2.856911906189083,235.79007198910762
46387,2021-07-14,TX,202107,17846.0,17924.0,17748.0,17874.0,5.0,0.03,120033,17871.0,17810.0,17795.5,17565.0,17028.18,16790.66,15368.2,64.0697104216667,18136.08458217667,17565.0,16993.91541782333,224.45228587807287,224.66457505179454,-0.2122891737216719,231.5193525613142
46414,2021-07-15,TX,202107,17919.0,18046.0,17868.0,18022.0,151.0,0.84,103184,18021.0,17849.4,17833.1,17601.25,17053.24,16807.08,15393.785,67.58299840013389,18191.407902598876,17601.25,17011.092097401124,231.25446729921168,225.98255350127798,5.271913797933706,227.6965416640775
46439,2021-07-16,TX,202107,17826.0,17928.0,17772.0,17925.0,-96.0,-0.53,109949,17924.0,17902.8,17860.3,17634.9,17072.86,16823.19,15419.33,63.219838618726484,18218.27360241937,17634.9,17051.526397580634,226.21054143486617,226.0281510879956,0.18239034687056233,229.28964583092912
46468,2021-07-19,TX,202107,17717.0,17813.0,17647.0,17794.0,-130.0,-0.73,144969,17793.0,17896.8,17849.9,17676.5,17083.0,16837.28,15444.125,57.79327142499305,18174.40179754651,17676.5,17178.59820245349,209.2307073082775,222.66866233205198,-13.437955023774492,232.7689568430056
46492,2021-07-20,TX,202107,17680.0,17716.0,17478.0,17558.0,-235.0,-1.32,147968,17558.0,17834.6,17817.9,17703.0,17089.6,16848.49,15468.62,49.54281667344949,18107.716196859044,17703.0,17298.283803140956,174.7168121115683,213.07829228795524,-38.36148017638695,238.7140313542195
46521,2021-07-21,TX,202108,17405.0,17459.0,17185.0,17279.0,-57.0,-0.33,70145,17275.0,17715.6,17762.8,17703.35,17104.06,16859.46,15492.48,41.92321791518122,18106.58406354131,17703.35,17300.115936458686,123.42852599321486,195.14833902900716,-71.7198130357923,248.3058862574895
46546,2021-07-22,TX,202108,17441.0,17525.0,17347.0,17407.0,132.0,0.76,125712,17406.0,17592.6,17721.0,17706.9,17138.36,16869.65,15516.875,46.024665804966965,18098.20903388467,17706.9,17315.590966115335,92.04962916552176,174.52859705631008,-82.47896789078831,248.14118009624025
46570,2021-07-23,TX,202108,17486.0,17559.0,17380.0,17407.0,1.0,0.01,115875,17406.0,17489.0,17695.9,17706.3,17175.18,16884.37,15543.035,46.024665804966965,18099.405634658116,17706.3,17313.194365341882,66.41602476586922,152.9060825982219,-86.49005783235268,243.20252437508023
46599,2021-07-26,TX,202108,17473.0,17479.0,17197.0,17202.0,-204.0,-1.17,108704,17203.0,17370.6,17633.7,17689.65,17203.78,16897.32,15568.07,40.68751931334289,18135.091477637252,17689.65,17244.20852236275,29.22256234716042,128.1693785480096,-98.94681620084918,245.97377263400307
46621,2021-07-27,TX,202108,17322.0,17348.0,17153.0,17173.0,-30.0,-0.17,118319,17168.0,17293.6,17564.1,17671.85,17241.98,16907.24,15591.85,39.981196734772176,18167.20291459749,17671.85,17176.49708540251,-2.5640257284358086,102.02269769272053,-104.58672342115634,242.3327888744314
46645,2021-07-28,TX,202108,17062.0,17136.0,16733.0,16965.0,-203.0,-1.18,203426,16965.0,17230.8,17473.2,17634.35,17258.34,16917.64,15614.57,35.25403243232188,18216.84850643605,17634.35,17051.851493563947,-44.03142065115753,72.81187402394491,-116.84329467510244,256.4518753834006
46675,2021-07-29,TX,202108,17136.0,17332.0,17068.0,17331.0,366.0,2.16,123218,17327.0,17215.6,17404.1,17618.6,17284.5,16932.4,15638.865,47.10518176996489,18215.834761212347,17618.6,17021.36523878765,-46.82175660883149,48.88514789738963,-95.70690450622112,264.348169998872
46702,2021-07-30,TX,202108,17285.0,17299.0,17126.0,17173.0,-154.0,-0.89,117560,17174.0,17168.8,17328.9,17594.6,17308.34,16945.97,15662.085,43.41107870607135,18222.183110034184,17594.6,16967.016889965813,-61.078324591526325,26.89245339960644,-87.97077799113276,260.10901499895255
46730,2021-08-02,TX,202108,17313.0,17470.0,17160.0,17470.0,296.0,1.72,131605,17467.0,17222.4,17296.5,17573.2,17332.6,16962.45,15686.06,51.16398582007988,18186.97800547108,17573.2,16959.421994528922,-47.85964338604026,11.942034042477097,-59.80167742851736,263.67265678474166
46758,2021-08-03,TX,202108,17426.0,17496.0,17361.0,17484.0,17.0,0.1,95199,17482.0,17284.6,17289.1,17553.5,17356.4,16978.46,15709.705,51.50128837961072,18151.982915378503,17553.5,16955.017084621497,-35.840908613809006,2.385445511219876,-38.226354125028884,254.4817527286887
46781,2021-08-04,TX,202108,17491.0,17586.0,17464.0,17571.0,89.0,0.51,89232,17571.0,17405.8,17318.3,17540.55,17376.12,16992.43,15733.195,53.64398847075189,18125.598536448215,17540.55,16955.501463551784,-19.07590662857183,-1.9068249167384659,-17.169081711833364,245.01877039092523
46806,2021-08-05,TX,202108,17570.0,17584.0,17520.0,17542.0,-29.0,-0.17,65647,17544.0,17448.0,17331.8,17526.4,17394.64,17005.63,15756.305,52.80649399839338,18096.749857543422,17526.4,16956.05014245658,-8.036934627278242,-3.1328468588464213,-4.904087768431821,232.08885822014486
46828,2021-08-06,TX,202108,17555.0,17560.0,17353.0,17437.0,-107.0,-0.61,110731,17439.0,17500.8,17334.8,17515.35,17412.7,17018.0,15778.895,49.77637201049496,18083.632772922232,17515.35,16947.067227077765,-7.672646767263359,-4.040806840529809,-3.6318399267335497,230.29679691870595
46857,2021-08-09,TX,202108,17438.0,17448.0,17235.0,17404.0,-35.0,-0.2,124689,17406.0,17487.6,17355.0,17494.35,17423.52,17028.99,15801.475,48.828059311473986,18046.263136281545,17494.35,16942.436863718453,-9.93227711320651,-5.219100895065149,-4.713176218141361,229.06131142451267
46880,2021-08-10,TX,202108,17396.0,17443.0,17259.0,17299.0,-107.0,-0.61,109191,17295.0,17450.6,17367.6,17465.85,17429.24,17040.38,15823.77,45.83583907775781,17995.867839322495,17465.85,16935.832160677503,-19.965522801758198,-8.16838527640376,-11.797137525354438,225.84264632276177
46907,2021-08-11,TX,202108,17217.0,17298.0,17078.0,17171.0,-124.0,-0.72,141084,17170.0,17370.6,17388.2,17430.7,17430.06,17049.7,15845.9,42.422890812883,17940.647879689597,17430.7,16920.752120310404,-37.809626713849866,-14.096633563892981,-23.712993149956887,225.49674301399304
46937,2021-08-12,TX,202108,17207.0,17235.0,17125.0,17157.0,-13.0,-0.08,91671,17158.0,17293.6,17370.8,17387.45,17431.24,17061.15,15867.205,42.054053262615,17831.994474715368,17387.45,16942.905525284634,-52.475980186703964,-21.77250288845518,-30.703477298248785,217.2469756558507
46961,2021-08-13,TX,202108,17185.0,17190.0,16934.0,16934.0,-224.0,-1.31,150070,16936.0,17193.0,17346.9,17337.9,17425.32,17069.09,15887.595,36.59608497735369,17751.579054340313,17337.9,16924.22094565969,-81.15786988552645,-33.649576287869436,-47.508293597657016,220.0150488232899
46985,2021-08-16,TX,202108,16829.0,16936.0,16750.0,16772.0,-164.0,-0.97,150977,16774.0,17066.6,17277.1,17286.8,17418.76,17075.61,15907.425,33.22279166694883,17714.73532221599,17286.8,16858.864677784008,-115.62763680186617,-50.045188390668784,-65.58244841119739,217.58540247876917
47014,2021-08-17,TX,202108,16850.0,16873.0,16575.0,16580.0,-194.0,-1.16,132669,16578.0,16922.8,17186.7,17237.9,17408.56,17081.58,15926.14,29.725588689775318,17746.591615814385,17237.9,16729.20838418562,-156.6324098924233,-71.36263269101968,-85.26977720140363,223.32930230171422
47043,2021-08-18,TX,202109,16313.0,16720.0,16300.0,16702.0,234.0,1.42,79695,16701.0,16829.0,17099.8,17209.05,17400.8,17088.28,15945.455,34.4474942747276,17768.100793756883,17209.05,16649.999206243116,-177.24147815547985,-92.53840178391172,-84.70307637156813,237.3772092801632
47072,2021-08-19,TX,202109,16611.0,16648.0,16256.0,16329.0,-372.0,-2.23,196641,16328.0,16663.4,16978.5,17155.15,17388.12,17088.69,15962.81,28.20709793117589,17824.461369991426,17155.15,16485.838630008577,-221.12332390966185,-118.25538620906175,-102.8679377006001,252.27883718872297
47100,2021-08-20,TX,202109,16297.0,16426.0,16145.0,16193.0,-135.0,-0.83,175910,16188.0,16515.2,16854.1,17094.45,17368.8,17086.51,15979.74,26.333896739911594,17872.717685311367,17094.45,16316.182314688633,-263.83276632209163,-147.37086223166773,-116.4619040904239,254.3303488180999
47128,2021-08-23,TX,202109,16427.0,16729.0,16393.0,16684.0,496.0,3.06,127852,16679.0,16497.6,16782.1,17068.55,17358.1,17088.16,15999.465,41.45111587135485,17865.040922735596,17068.55,16272.059077264405,-255.11984779824343,-168.92065934498288,-86.19918845326055,274.4496096168071
47155,2021-08-24,TX,202109,16822.0,16842.0,16717.0,16784.0,105.0,0.63,90436,16781.0,16538.4,16730.6,17049.1,17345.82,17091.78,16020.375,43.97288688015584,17853.398675866207,17049.1,16244.801324133792,-237.40893046134806,-182.61831356825593,-54.790616893092135,266.13178035846374
47180,2021-08-25,TX,202109,16794.0,16982.0,16785.0,16963.0,182.0,1.08,109545,16962.0,16590.6,16709.8,17049.0,17340.24,17095.9,16043.12,48.26808585907138,17853.340972473798,17049.0,16244.659027526202,-206.54813846849356,-187.40427854830347,-19.143859920190096,261.2652246185735
47207,2021-08-26,TX,202109,17103.0,17125.0,16882.0,16995.0,33.0,0.19,127120,16993.0,16723.8,16693.6,17032.2,17334.2,17098.54,16065.52,49.02050904119547,17826.24901611923,17032.2,16238.150983880772,-177.462923790692,-185.41600759678118,7.953083806089182,259.9605657172468
47233,2021-08-27,TX,202109,16940.0,17218.0,16908.0,17170.0,177.0,1.04,122558,17172.0,16919.2,16717.2,17032.05,17332.56,17102.56,16087.945,53.0428433637094,17825.993694477227,17032.05,16238.10630552277,-138.69287897143658,-176.07138187171228,37.37850290027569,263.5348110231578
47259,2021-08-30,TX,202109,17249.0,17353.0,17206.0,17339.0,167.0,0.97,95679,17335.0,17050.2,16773.9,17025.5,17340.1,17106.65,16110.315,56.60380777828369,17806.946479293307,17025.5,16244.053520706693,-93.25546062049398,-159.5081976214686,66.25273700097463,257.78232452150365
47287,2021-08-31,TX,202109,17276.0,17468.0,17144.0,17457.0,122.0,0.7,138468,17455.0,17184.8,16861.6,17024.15,17348.68,17112.81,16133.15,58.94487154624913,17802.510655480444,17024.15,16245.78934451956,-47.180497973793535,-137.04265769193358,89.86215971814005,262.5121584842534
47312,2021-09-01,TX,202109,17408.0,17500.0,17363.0,17476.0,21.0,0.12,111022,17474.0,17287.4,16939.0,17019.4,17352.76,17119.23,16155.85,59.325360114479,17785.41550898122,17019.4,16253.384491018785,-9.028541507304908,-111.43983445500785,102.41129294770295,253.54700430680674
47340,2021-09-02,TX,202109,17434.0,17507.0,17266.0,17320.0,-154.0,-0.88,137473,17319.0,17352.4,17038.1,17008.3,17352.44,17124.48,16176.845,54.83206942904148,17749.742405045836,17008.3,16266.857594954165,8.521037393875304,-87.44766008523122,95.96869747910652,252.6507897134634
47371,2021-09-03,TX,202109,17442.0,17553.0,17370.0,17509.0,190.0,1.1,114430,17508.0,17420.2,17169.7,17011.9,17354.24,17131.01,16199.035,58.89415954412867,17762.278811001255,17011.9,16261.521188998748,37.25052471082017,-62.508023126020944,99.75854783684112,251.24716187678746
47398,2021-09-06,TX,202109,17440.0,17596.0,17425.0,17496.0,-12.0,-0.07,120721,17493.0,17451.6,17250.9,17016.5,17353.46,17135.26,16220.2,58.50442018062607,17777.490013075043,17016.5,16255.509986924959,58.29783785417385,-38.34685092998198,96.64468878415583,245.51522174273123
47425,2021-09-07,TX,202109,17522.0,17529.0,17337.0,17422.0,-71.0,-0.41,125371,17424.0,17444.6,17314.7,17022.65,17351.32,17137.9,16241.16,56.22358638831193,17794.58219261794,17022.65,16250.71780738206,68.22040128153822,-17.03340048767794,85.25380176921615,241.6927059039647
47449,2021-09-08,TX,202109,17395.0,17426.0,17163.0,17262.0,-162.0,-0.93,151809,17260.0,17401.8,17344.6,17027.2,17342.26,17137.81,16261.05,51.54450816670752,17803.635856977166,17027.2,16250.764143022834,62.45351620290603,-1.1360171495611464,63.58953335246718,243.21465548225294
